doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
1257,CUST0452,51,tertiary,unknown,12530.79,49,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1258,CUST0152,44,tertiary,housemaid,3028.88,210,Are there any charges for using my card at international ATMs?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1259,CUST0196,45,primary,technician,19795.9,469,Is the processing fee for a personal loan refundable if my application is rejected?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1260,CUST0411,49,secondary,unknown,10744.34,17,I received a new card but it was not activated despite following all the steps correctly.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1261,CUST0405,35,secondary,management,4253.68,48,Can I have more than one savings account at your bank?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1262,CUST0223,48,tertiary,technician,7208.82,372,What is the interest rate for a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1263,CUST0678,61,tertiary,technician,2526.38,199,What is the minimum balance requirement for a premium savings account?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1264,CUST0439,20,primary,admin.,-870.51,16,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1265,CUST0124,23,secondary,self-employed,12660.8,133,What is the process for disputing a transaction on my credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1266,CUST0384,34,secondary,retired,26638.81,47,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1267,CUST0370,31,unknown,housemaid,11315.05,44,What is the processing fee for a home loan?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1268,CUST0364,45,tertiary,blue-collar,1466.4,564,I was promised a lower interest rate but my loan agreement shows a higher rate than agreed.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1269,CUST0125,47,unknown,housemaid,52776.7,286,My complaint raised 10 days ago has still not been assigned a reference number.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1270,CUST0168,63,secondary,entrepreneur,1899.21,238,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1271,CUST0010,47,secondary,management,24184.08,54,Do you offer priority banking services for high-net-worth individuals?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1272,CUST0378,42,secondary,unknown,162.56,25,The loan repayment schedule provided at disbursement does not match the amounts being debited.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1273,CUST0440,39,tertiary,student,4286.35,409,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1274,CUST0569,18,tertiary,blue-collar,592.3,10,The ATM swallowed my card without dispensing cash and the transaction was marked as successful.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1275,CUST0644,22,tertiary,management,-2252.19,98,Are there any charges for using my card at international ATMs?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1276,CUST0551,41,secondary,retired,12137.81,65,I am unable to upgrade my savings account to a premium account despite meeting all eligibility criteria.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1277,CUST0733,45,primary,technician,5579.54,168,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1278,CUST0741,18,secondary,retired,3652.51,57,What is the current interest rate for a home loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1279,CUST0256,34,secondary,management,-4153.06,74,The transaction shows successful in the app but the recipient says they have not received the money.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1280,CUST0284,25,primary,management,1191.79,379,I have been unable to log in to internet banking for the past two days due to a technical error.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1281,CUST0565,54,tertiary,retired,25459.09,184,How do I apply for a new credit card online?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1282,CUST0614,26,tertiary,management,503.56,31,The OTP for online transactions is not being delivered to my registered mobile number.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1283,CUST0510,30,secondary,technician,1314.57,259,I cancelled my mutual fund investment two weeks ago but the redemption amount has not been credited.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1284,CUST0588,30,tertiary,services,31.71,46,Two-factor authentication is not working on my Android device after the latest app update.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1285,CUST0357,40,secondary,admin.,37023.25,113,The loan repayment schedule provided at disbursement does not match the amounts being debited.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1286,CUST0393,24,tertiary,entrepreneur,1370.9,208,How long does it take to receive a replacement debit card after reporting it lost?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1287,CUST0076,50,secondary,services,12594.47,63,Are there any charges for requesting a physical account statement?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1288,CUST0625,59,secondary,management,24709.0,96,Are there any charges for using my card at international ATMs?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1289,CUST0395,54,secondary,self-employed,-373.65,264,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1290,CUST0195,42,tertiary,self-employed,65792.72,555,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1291,CUST0523,32,secondary,entrepreneur,3530.24,150,I requested a physical passbook update at the branch but was told the system was down for a week.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1292,CUST0511,43,secondary,management,6825.89,10,My personal details were shared with a third party without my consent.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1293,CUST0016,33,tertiary,retired,551.1,82,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1294,CUST0715,40,secondary,self-employed,4405.21,101,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1295,CUST0302,33,primary,blue-collar,713.8,82,My account was debited twice for the same transaction. I need an immediate refund.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1296,CUST0430,19,secondary,self-employed,4361.76,114,What should I do if my mobile banking app is not showing updated balance?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1297,CUST0630,53,primary,self-employed,528.23,200,I transferred money to the wrong account by mistake. Please help me recover the funds.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
1298,CUST0731,42,secondary,blue-collar,226.32,25,How can I check my credit card reward points balance?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1299,CUST0345,34,secondary,retired,19867.95,63,What is the process for disputing a transaction on my credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1300,CUST0464,43,unknown,retired,272.09,141,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1301,CUST0562,65,secondary,retired,774.3,75,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1302,CUST0019,29,primary,services,3862.38,900,I was charged a late payment fee even though I paid before the due date. Please investigate.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1303,CUST0432,18,tertiary,student,5642.45,112,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1304,CUST0081,37,tertiary,management,1061.75,407,Hidden charges appeared on my credit card statement that were never disclosed at the time of application.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1305,CUST0470,33,tertiary,self-employed,88480.26,453,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1306,CUST0101,23,secondary,management,53378.2,361,Does your bank offer recurring deposit schemes for senior citizens?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1307,CUST0649,37,secondary,self-employed,2354.39,10,My card PIN was changed without my consent. I suspect unauthorized access to my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1308,CUST0657,40,secondary,retired,1068.52,590,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
1309,CUST0590,30,tertiary,self-employed,10023.79,27,What is the annual fee for a platinum credit card?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1310,CUST0643,37,primary,housemaid,13586.07,10,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1311,CUST0226,53,tertiary,management,20765.09,107,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1312,CUST0333,41,secondary,management,2018.77,43,"I visited the branch three times to update my KYC, but it is still showing as incomplete in the system.",Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1313,CUST0078,36,tertiary,admin.,9198.65,40,The contactless payment feature on my new debit card is not working at any terminal.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1314,CUST0157,62,tertiary,student,1444.4,67,How is the EMI calculated for a personal loan of Rs. 5 lakhs?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1315,CUST0358,37,secondary,services,11807.72,57,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1316,CUST0508,30,tertiary,services,4485.67,230,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1317,CUST0527,20,secondary,student,11594.25,41,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1318,CUST0409,41,tertiary,unknown,173.6,156,I cancelled my mutual fund investment two weeks ago but the redemption amount has not been credited.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1319,CUST0003,48,tertiary,management,2719.39,859,Do you offer priority banking services for high-net-worth individuals?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1320,CUST0560,35,primary,retired,2090.28,113,My home loan EMI was debited twice this month. I need the extra amount reversed immediately.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1321,CUST0308,33,tertiary,services,25534.79,205,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1322,CUST0749,33,tertiary,retired,211.39,697,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
1323,CUST0430,19,secondary,self-employed,4361.76,29,What is the process to close my fixed deposit before maturity?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1324,CUST0537,30,secondary,management,20897.09,108,I am unable to upgrade my savings account to a premium account despite meeting all eligibility criteria.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1325,CUST0622,46,primary,blue-collar,12241.1,379,"I was given incorrect information by a phone banking agent, which led to financial loss.","Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1326,CUST0571,40,secondary,technician,20388.73,538,"I visited the branch three times to update my KYC, but it is still showing as incomplete in the system.",Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1327,CUST0651,62,secondary,services,2171.85,183,The transaction shows successful in the app but the recipient says they have not received the money.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1328,CUST0136,59,secondary,retired,345.16,30,Are there any charges for using my card at international ATMs?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1329,CUST0279,41,tertiary,retired,35722.43,463,Are there any charges for requesting a physical account statement?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1330,CUST0656,41,tertiary,admin.,22298.46,38,Can I apply for a loan top-up on my existing home loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1331,CUST0025,33,secondary,self-employed,1409.17,87,"I was given incorrect information by a phone banking agent, which led to financial loss.","Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1332,CUST0541,50,secondary,entrepreneur,5962.44,94,My account was charged a minimum balance penalty even though my balance was above the required threshold.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1333,CUST0694,47,secondary,technician,25698.62,118,What is the processing fee for a home loan?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1334,CUST0260,49,tertiary,services,3048.66,312,An international transaction fee was applied to a domestic purchase. This is clearly a system error.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1335,CUST0632,58,tertiary,admin.,27095.56,324,The nominee details I submitted are not reflecting correctly in my account profile.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1336,CUST0652,54,tertiary,management,13902.31,254,I was charged a late payment fee even though I paid before the due date. Please investigate.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1337,CUST0019,29,primary,services,3862.38,10,I cannot view my transaction history beyond the last 30 days in the mobile app.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1338,CUST0337,30,primary,blue-collar,660.28,166,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
1339,CUST0513,37,tertiary,self-employed,2626.22,275,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1340,CUST0192,50,tertiary,technician,529.12,117,The OTP for online transactions is not being delivered to my registered mobile number.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1341,CUST0581,44,unknown,management,4468.11,579,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
1342,CUST0118,26,primary,retired,4035.1,347,Can I make a partial prepayment on my home loan without penalty?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1343,CUST0099,40,tertiary,technician,6118.32,203,What is the annual fee for a platinum credit card?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
1344,CUST0202,47,tertiary,admin.,7448.34,12,How do I set up UPI on the mobile banking app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1345,CUST0518,28,primary,management,1630.74,211,How do I link my account to third-party payment apps?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1346,CUST0697,44,tertiary,admin.,3363.31,485,My complaint raised 10 days ago has still not been assigned a reference number.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1347,CUST0155,44,secondary,management,2722.49,95,The transaction shows successful in the app but the recipient says they have not received the money.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
1348,CUST0339,45,primary,technician,6341.33,364,I deposited cash at the branch counter but the amount is not reflecting in my account after 48 hours.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1349,CUST0608,25,secondary,admin.,7279.74,75,My debit card was declined at a supermarket despite having sufficient balance in my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1350,CUST0450,27,primary,entrepreneur,10857.46,168,A fixed deposit that matured last week has not been credited to my account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1351,CUST0467,47,secondary,self-employed,1637.8,209,What documents are required to open a joint account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1352,CUST0510,30,secondary,technician,1314.57,226,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1353,CUST0470,33,tertiary,self-employed,88480.26,428,What is the processing fee for a home loan?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1354,CUST0250,45,tertiary,blue-collar,4142.23,53,"I visited the branch three times to update my KYC, but it is still showing as incomplete in the system.",Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1355,CUST0163,54,primary,retired,11526.64,60,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1356,CUST0270,42,primary,blue-collar,15412.48,243,How do I register for internet banking?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1357,CUST0582,35,secondary,management,28448.23,39,My debit card was declined at a supermarket despite having sufficient balance in my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1358,CUST0569,18,tertiary,blue-collar,592.3,124,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1359,CUST0698,25,secondary,technician,-3642.73,10,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
1360,CUST0124,23,secondary,self-employed,12660.8,30,I waited on hold for over 45 minutes and my issue was still not resolved by your support team.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1361,CUST0420,41,secondary,services,108729.42,227,My credit card was blocked without any warning while I was travelling abroad.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
1362,CUST0692,54,tertiary,retired,6777.31,275,An international wire transfer I placed last week is still in pending status.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
1363,CUST0486,23,tertiary,blue-collar,34909.72,24,"My online banking password reset link expired within minutes, making it impossible to regain access.","We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1364,CUST0288,47,secondary,technician,1924.15,51,Do you offer priority banking services for high-net-worth individuals?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1365,CUST0425,48,unknown,technician,3447.64,20,What is the current interest rate for a home loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
1366,CUST0018,44,tertiary,retired,6960.44,113,There is a discrepancy between my online transaction history and the physical statement I received.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
1367,CUST0011,34,primary,admin.,743.98,26,What is the process for converting my existing account to a zero-balance account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
1368,CUST0063,27,tertiary,admin.,1.79,115,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1369,CUST0588,30,tertiary,services,31.71,263,I tried to withdraw cash from the ATM but it ran out of notes midway and did not credit the amount back.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1370,CUST0004,58,secondary,admin.,-4990.06,230,The ATM withdrawal fee is excessively high compared to other banks. Please review your fee structure.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
1371,CUST0329,47,tertiary,services,67306.16,65,My debit card was declined at a supermarket despite having sufficient balance in my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1372,CUST0624,56,secondary,self-employed,-4407.97,224,Does your bank offer recurring deposit schemes for senior citizens?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
1373,CUST0005,37,tertiary,unknown,37269.07,525,How many free ATM transactions am I entitled to per month?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
1374,CUST0693,27,tertiary,self-employed,27201.07,85,I requested a physical passbook update at the branch but was told the system was down for a week.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1375,CUST0369,41,secondary,blue-collar,5450.72,79,Can I make a partial prepayment on my home loan without penalty?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1376,CUST0484,42,tertiary,entrepreneur,142.34,169,My complaint raised 10 days ago has still not been assigned a reference number.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
1377,CUST0247,34,secondary,management,2366.97,56,How is the EMI calculated for a personal loan of Rs. 5 lakhs?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1378,CUST0629,41,primary,management,8271.95,210,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
1379,CUST0125,47,unknown,housemaid,52776.7,357,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
